Driver,Team,Lap Time,Tire Type,Pit,Lap,Position
Lawson,RB,1:41.535,Hard,No,11,11
Lawson,RB,1:41.260,Hard,No,12,11
Lawson,RB,1:41.320,Hard,No,13,11
Lawson,RB,1:41.383,Hard,No,14,11
Lawson,RB,1:42.041,Hard,No,15,11
Lawson,RB,1:41.646,Hard,No,16,11
Lawson,RB,1:41.371,Hard,No,17,11
Lawson,RB,1:41.335,Hard,No,18,10
Lawson,RB,1:41.101,Hard,No,19,8
Lawson,RB,1:40.988,Hard,No,20,8
Lawson,RB,1:42.238,Hard,No,21,9
Lawson,RB,1:41.448,Hard,No,22,9
Lawson,RB,1:40.853,Hard,No,23,9
Lawson,RB,1:40.869,Hard,No,24,9
Lawson,RB,1:40.653,Hard,No,25,9
Lawson,RB,1:40.922,Hard,No,26,9
Lawson,RB,1:40.304,Hard,No,27,8
Lawson,RB,1:40.235,Hard,No,28,7
Lawson,RB,1:40.523,Hard,No,29,7
Lawson,RB,1:40.622,Hard,No,30,7
Lawson,RB,1:40.613,Hard,No,31,7
Lawson,RB,1:40.451,Hard,No,32,7
Lawson,RB,1:40.286,Hard,No,33,7
Lawson,RB,1:40.449,Hard,No,34,7
Lawson,RB,1:40.484,Hard,No,35,7
Lawson,RB,1:41.342,Hard,Yes,36,12
Lawson,RB,1:59.598,Medium,Yes,37,11
Lawson,RB,1:38.905,Medium,No,38,10
Lawson,RB,1:39.396,Medium,No,39,9
Lawson,RB,1:39.035,Medium,No,40,9
Lawson,RB,1:39.149,Medium,No,41,9
Lawson,RB,1:38.409,Medium,No,42,9
Lawson,RB,1:39.104,Medium,No,43,9
Lawson,RB,1:39.057,Medium,No,44,9
Lawson,RB,1:39.084,Medium,No,45,9
Lawson,RB,1:38.619,Medium,No,46,9
Lawson,RB,1:38.631,Medium,No,47,9
Lawson,RB,1:38.493,Medium,No,48,9
Lawson,RB,1:38.558,Medium,No,49,9
Lawson,RB,1:38.513,Medium,No,50,9
Lawson,RB,1:38.453,Medium,No,51,9
Lawson,RB,1:38.281,Medium,No,52,9
Lawson,RB,1:38.113,Medium,No,53,9
Lawson,RB,1:38.091,Medium,No,54,9
Lawson,RB,1:38.433,Medium,No,55,9
Lawson,RB,1:39.273,Medium,No,56,18
Albon,Williams,1:51.269,Medium,No,1,18
Albon,Williams,1:44.544,Medium,No,2,18
Albon,Williams,2:16.698,Medium,Yes,3,17
Albon,Williams,2:36.139,Medium,Yes,4,19
Albon,Williams,2:21.937,Medium,No,5,19
Albon,Williams,1:44.652,Medium,No,6,19
Albon,Williams,1:42.627,Medium,No,7,19
Albon,Williams,1:42.144,Medium,No,8,19
Albon,Williams,1:42.001,Medium,No,9,19
Albon,Williams,1:42.736,Medium,No,10,18
Albon,Williams,1:42.219,Medium,No,11,18
Albon,Williams,1:41.938,Medium,No,12,18
Albon,Williams,1:42.458,Medium,No,13,18
Albon,Williams,1:42.221,Medium,No,14,18
Albon,Williams,1:42.263,Medium,No,15,18
Albon,Williams,1:42.331,Medium,No,16,17
Albon,Williams,1:41.884,Medium,No,17,17
Albon,Williams,1:41.524,Medium,No,18,16
Albon,Williams,1:41.601,Medium,No,19,14
Albon,Williams,1:41.411,Medium,No,20,14
Albon,Williams,1:42.460,Medium,No,21,15
Albon,Williams,1:42.169,Medium,No,22,15
Albon,Williams,1:41.886,Medium,No,23,15
Albon,Williams,1:41.432,Medium,No,24,15
Albon,Williams,1:41.418,Medium,No,25,15
Albon,Williams,1:42.357,Medium,No,26,14
Albon,Williams,1:43.544,Medium,No,27,15
Albon,Williams,1:42.932,Medium,No,28,15
Albon,Williams,1:41.287,Medium,No,29,15
Albon,Williams,1:41.651,Medium,No,30,15
Albon,Williams,1:41.635,Medium,No,31,15
Albon,Williams,1:41.297,Medium,No,32,14
Albon,Williams,1:41.702,Medium,Yes,33,14
Albon,Williams,2:01.549,Hard,Yes,34,19
Albon,Williams,1:40.029,Hard,No,35,18
Albon,Williams,1:39.721,Hard,No,36,18
Albon,Williams,1:39.632,Hard,No,37,18
Albon,Williams,1:39.690,Hard,No,38,18
Albon,Williams,1:39.531,Hard,No,39,18
Albon,Williams,1:39.666,Hard,No,40,18
Albon,Williams,1:39.406,Hard,No,41,18
Albon,Williams,1:39.241,Hard,No,42,18
Albon,Williams,1:39.353,Hard,No,43,18
Albon,Williams,1:41.215,Hard,No,44,18
Albon,Williams,1:39.961,Hard,No,45,18
Albon,Williams,1:41.733,Hard,No,46,17
Albon,Williams,1:39.552,Hard,No,47,17
Albon,Williams,1:39.205,Hard,No,48,17
Albon,Williams,1:39.509,Hard,No,49,17
Albon,Williams,1:39.639,Hard,No,50,17
Albon,Williams,1:39.720,Hard,No,51,17
Albon,Williams,1:39.279,Hard,No,52,16
Albon,Williams,1:39.350,Hard,No,53,16
Albon,Williams,1:39.084,Hard,No,54,16
Albon,Williams,1:41.299,Hard,No,55,16
Colapinto,Williams,1:49.923,Hard,No,1,16
Colapinto,Williams,1:43.005,Hard,No,2,15
Colapinto,Williams,2:17.406,Hard,No,3,15
Colapinto,Williams,2:30.829,Hard,No,4,15
Colapinto,Williams,2:27.801,Hard,No,5,15
Colapinto,Williams,1:43.338,Hard,No,6,14
Colapinto,Williams,1:42.278,Hard,No,7,14
Colapinto,Williams,1:41.451,Hard,No,8,14
Colapinto,Williams,1:41.980,Hard,No,9,14
Colapinto,Williams,1:41.702,Hard,No,10,13
Colapinto,Williams,1:42.239,Hard,No,11,13
Colapinto,Williams,1:41.886,Hard,No,12,13
Colapinto,Williams,1:41.766,Hard,No,13,13
Colapinto,Williams,1:42.970,Hard,No,14,14
Colapinto,Williams,1:41.801,Hard,No,15,14
Colapinto,Williams,1:41.956,Hard,No,16,14
Colapinto,Williams,1:41.523,Hard,No,17,14
Colapinto,Williams,1:41.427,Hard,No,18,13
Colapinto,Williams,1:41.010,Hard,No,19,11
Colapinto,Williams,1:41.123,Hard,No,20,11
Colapinto,Williams,1:41.087,Hard,No,21,11
Colapinto,Williams,1:41.250,Hard,No,22,10
Colapinto,Williams,1:41.312,Hard,No,23,10
Colapinto,Williams,1:41.227,Hard,No,24,10
Colapinto,Williams,1:40.756,Hard,No,25,10
Colapinto,Williams,1:40.900,Hard,No,26,10
Colapinto,Williams,1:40.451,Hard,No,27,9
Colapinto,Williams,1:40.205,Hard,No,28,8
Colapinto,Williams,1:40.542,Hard,No,29,8
Colapinto,Williams,1:40.366,Hard,No,30,8
Colapinto,Williams,1:40.535,Hard,No,31,8
Colapinto,Williams,1:40.270,Hard,No,32,8
Colapinto,Williams,1:40.238,Hard,No,33,8
Colapinto,Williams,1:40.306,Hard,No,34,8
Colapinto,Williams,1:40.195,Hard,No,35,8
Colapinto,Williams,1:40.026,Hard,No,36,8
Colapinto,Williams,1:41.395,Hard,No,37,8
Colapinto,Williams,1:40.110,Hard,No,38,8
Colapinto,Williams,1:40.591,Hard,No,39,8
Colapinto,Williams,1:59.212,Medium,No,40,12
Colapinto,Williams,1:39.443,Medium,No,41,11
Colapinto,Williams,1:38.533,Medium,No,42,11
Colapinto,Williams,1:38.528,Medium,No,43,11
Colapinto,Williams,1:38.876,Medium,No,44,11
Colapinto,Williams,1:38.532,Medium,No,45,10
Colapinto,Williams,1:37.611,Medium,No,46,100
Colapinto,Williams,1:37.991,Medium,No,47,10
Colapinto,Williams,1:38.326,Medium,No,48,10
Colapinto,Williams,1:38.412,Medium,No,49,10
Colapinto,Williams,1:38.026,Medium,No,50,10
Colapinto,Williams,1:38.665,Medium,No,51,10
Colapinto,Williams,1:38.133,Medium,No,52,10
Colapinto,Williams,1:38.032,Medium,No,53,10
Colapinto,Williams,1:37.708,Medium,No,54,10
Colapinto,Williams,1:37.926,Medium,No,55,10
Colapinto,Williams,1:38.488,Medium,No,56,10
Bottas,Sauber,1:50.705,Medium,No,1,17
Bottas,Sauber,1:43.075,Medium,No,2,16
Bottas,Sauber,2:18.546,Medium,No,3,16
Bottas,Sauber,2:30.342,Medium,No,4,16
Bottas,Sauber,2:26.661,Medium,No,5,15
Bottas,Sauber,1:43.600,Medium,No,6,15
Bottas,Sauber,1:42.180,Medium,No,7,15
Bottas,Sauber,1:41.483,Medium,No,8,15
Bottas,Sauber,1:42.031,Medium,No,9,15
Bottas,Sauber,1:41.749,Medium,No,10,14
Bottas,Sauber,1:42.300,Medium,No,11,14
Bottas,Sauber,1:41.945,Medium,No,12,14
Bottas,Sauber,1:42.677,Medium,No,13,15
Bottas,Sauber,1:42.125,Medium,No,14,15
Bottas,Sauber,1:42.714,Medium,Yes,15,15
Bottas,Sauber,2:01.652,Hard,Yes,16,18
Bottas,Sauber,1:40.801,Hard,No,17,18
Bottas,Sauber,1:40.762,Hard,No,18,18
Bottas,Sauber,1:40.869,Hard,No,19,18
Bottas,Sauber,1:40.837,Hard,No,20,18
Bottas,Sauber,1:40.920,Hard,No,21,18
Bottas,Sauber,1:40.998,Hard,No,22,18
Bottas,Sauber,1:41.138,Hard,No,23,18
Bottas,Sauber,1:41.147,Hard,No,24,18
Bottas,Sauber,1:40.909,Hard,No,25,18
Bottas,Sauber,1:40.839,Hard,No,26,18
Bottas,Sauber,1:40.869,Hard,No,27,17
Bottas,Sauber,1:41.024,Hard,No,28,16
Bottas,Sauber,1:41.298,Hard,No,29,16
Bottas,Sauber,1:41.185,Hard,No,30,16
Bottas,Sauber,1:41.374,Hard,No,31,16
Bottas,Sauber,1:40.932,Hard,No,32,15
Bottas,Sauber,1:40.784,Hard,No,33,15
Bottas,Sauber,1:41.938,Hard,No,34,15
Bottas,Sauber,1:41.436,Hard,No,35,15
Bottas,Sauber,1:41.155,Hard,No,36,15
Bottas,Sauber,1:40.815,Hard,No,37,15
Bottas,Sauber,1:40.944,Hard,No,38,15
Bottas,Sauber,1:40.780,Hard,No,39,15
Bottas,Sauber,1:40.701,Hard,No,40,15
Bottas,Sauber,1:41.258,Hard,No,41,15
Bottas,Sauber,1:41.243,Hard,No,42,15
Bottas,Sauber,1:40.696,Hard,No,43,15
Bottas,Sauber,1:41.717,Hard,No,44,15
Bottas,Sauber,1:45.416,Hard,No,45,17
Bottas,Sauber,1:43.225,Hard,No,46,18
Bottas,Sauber,1:41.064,Hard,No,47,18
Bottas,Sauber,1:41.070,Hard,No,48,18
Bottas,Sauber,1:43.447,Hard,No,49,18
Bottas,Sauber,1:41.045,Hard,No,50,18
Bottas,Sauber,1:42.931,Hard,No,51,18
Bottas,Sauber,1:40.658,Hard,No,52,17
Bottas,Sauber,1:40.575,Hard,No,53,17
Bottas,Sauber,1:40.679,Hard,No,54,17
Bottas,Sauber,1:40.708,Hard,No,55,17
Zhou,Sauber,1:49.473,Medium,No,1,15
Zhou,Sauber,1:42.960,Medium,No,2,14
Zhou,Sauber,2:16.979,Medium,No,3,14
Zhou,Sauber,2:29.649,Medium,No,4,14
Zhou,Sauber,2:29.529,Medium,No,5,14
Zhou,Sauber,1:43.259,Medium,No,6,13
Zhou,Sauber,1:42.100,Medium,No,7,13
Zhou,Sauber,1:41.474,Medium,No,8,13
Zhou,Sauber,1:41.910,Medium,No,9,13
Zhou,Sauber,1:50.686,Medium,No,10,19
Zhou,Sauber,1:42.743,Medium,No,11,19
Zhou,Sauber,1:42.262,Medium,No,12,19
Zhou,Sauber,1:42.427,Medium,Yes,13,19
Zhou,Sauber,2:02.835,Medium,Yes,14,19
Zhou,Sauber,1:41.376,Medium,No,15,19
Zhou,Sauber,1:41.633,Medium,No,16,19
Zhou,Sauber,1:41.886,Medium,No,17,19
Zhou,Sauber,1:41.325,Medium,No,18,19
Zhou,Sauber,1:41.352,Medium,No,19,19
Zhou,Sauber,1:41.858,Medium,No,20,19
Zhou,Sauber,1:41.435,Medium,No,21,19
Zhou,Sauber,1:42.176,Medium,No,22,19
Zhou,Sauber,1:42.259,Medium,No,23,19
Zhou,Sauber,1:41.649,Medium,No,24,19
Zhou,Sauber,1:41.696,Medium,No,25,19
Zhou,Sauber,1:41.364,Medium,No,26,19
Zhou,Sauber,1:41.186,Medium,No,27,19
Zhou,Sauber,1:41.420,Medium,No,28,18
Zhou,Sauber,1:42.231,Medium,No,29,19
Zhou,Sauber,1:41.532,Medium,No,30,19
Zhou,Sauber,1:41.502,Medium,No,31,19
Zhou,Sauber,1:41.643,Medium,No,32,19
Zhou,Sauber,1:41.130,Medium,No,33,19
Zhou,Sauber,1:41.387,Medium,No,34,19
Zhou,Sauber,1:41.783,Medium,Yes,35,19
Zhou,Sauber,2:06.093,Hard,Yes,36,19
Zhou,Sauber,1:40.161,Hard,No,37,19
Zhou,Sauber,1:40.148,Hard,No,38,19
Zhou,Sauber,1:41.880,Hard,No,39,19
Zhou,Sauber,1:40.131,Hard,No,40,19
Zhou,Sauber,1:40.342,Hard,No,41,19
Zhou,Sauber,1:40.168,Hard,No,42,19
Zhou,Sauber,1:40.241,Hard,No,43,19
Zhou,Sauber,1:40.033,Hard,No,44,19
Zhou,Sauber,1:39.658,Hard,No,45,19
Zhou,Sauber,1:39.858,Hard,No,46,19
Zhou,Sauber,1:39.625,Hard,No,47,19
Zhou,Sauber,1:40.219,Hard,No,48,19
Zhou,Sauber,1:40.240,Hard,No,49,19
Zhou,Sauber,1:39.963,Hard,No,50,19
Zhou,Sauber,1:39.398,Hard,No,51,19
Zhou,Sauber,1:39.683,Hard,No,52,19
Zhou,Sauber,1:39.272,Hard,No,53,19
Zhou,Sauber,1:39.596,Hard,No,54,19
Zhou,Sauber,1:40.061,Hard,No,55,19
Sainz,Ferrari,1:42.273,Medium,No,1,3
Sainz,Ferrari,1:39.923,Medium,No,2,3
Sainz,Ferrari,2:03.612,Medium,No,3,3
Sainz,Ferrari,2:31.665,Medium,No,4,3
Sainz,Ferrari,2:46.655,Medium,No,5,3
Sainz,Ferrari,1:40.002,Medium,No,6,3
Sainz,Ferrari,1:39.684,Medium,No,7,3
Sainz,Ferrari,1:40.944,Medium,No,8,3
Sainz,Ferrari,1:40.022,Medium,No,9,3
Sainz,Ferrari,1:39.887,Medium,No,10,3
Sainz,Ferrari,1:40.352,Medium,No,11,3
Sainz,Ferrari,1:40.241,Medium,No,12,3
Sainz,Ferrari,1:40.014,Medium,No,13,3
Sainz,Ferrari,1:40.038,Medium,No,14,3
Sainz,Ferrari,1:40.071,Medium,No,15,3
Sainz,Ferrari,1:40.286,Medium,No,16,3
Sainz,Ferrari,1:40.203,Medium,No,17,3
Sainz,Ferrari,1:39.696,Medium,No,18,3
Sainz,Ferrari,1:39.898,Medium,No,19,3
Sainz,Ferrari,1:39.814,Medium,No,20,3
Sainz,Ferrari,1:40.695,Medium,Yes,21,3
Sainz,Ferrari,1:57.897,Hard,Yes,22,5
Sainz,Ferrari,1:38.731,Hard,No,23,5
Sainz,Ferrari,1:39.113,Hard,No,24,5
Sainz,Ferrari,1:39.355,Hard,No,25,5
Sainz,Ferrari,1:39.342,Hard,No,26,4
Sainz,Ferrari,1:38.960,Hard,No,27,4
Sainz,Ferrari,1:39.054,Hard,No,28,4
Sainz,Ferrari,1:39.203,Hard,No,29,4
Sainz,Ferrari,1:38.674,Hard,No,30,4
Sainz,Ferrari,1:39.281,Hard,No,31,4
Sainz,Ferrari,1:39.025,Hard,No,32,3
Sainz,Ferrari,1:38.760,Hard,No,33,2
Sainz,Ferrari,1:38.812,Hard,No,34,2
Sainz,Ferrari,1:38.620,Hard,No,35,2
Sainz,Ferrari,1:38.587,Hard,No,36,2
Sainz,Ferrari,1:38.428,Hard,No,37,2
Sainz,Ferrari,1:38.189,Hard,No,38,2
Sainz,Ferrari,1:38.075,Hard,No,39,2
Sainz,Ferrari,1:38.082,Hard,No,40,2
Sainz,Ferrari,1:37.786,Hard,No,41,2
Sainz,Ferrari,1:37.763,Hard,No,42,2
Sainz,Ferrari,1:38.223,Hard,No,43,2
Sainz,Ferrari,1:38.450,Hard,No,44,2
Sainz,Ferrari,1:38.280,Hard,No,45,2
Sainz,Ferrari,1:38.618,Hard,No,46,2
Sainz,Ferrari,1:38.883,Hard,No,47,2
Sainz,Ferrari,1:38.130,Hard,No,48,2
Sainz,Ferrari,1:38.584,Hard,No,49,2
Sainz,Ferrari,1:38.270,Hard,No,50,2
Sainz,Ferrari,1:38.501,Hard,No,51,2
Sainz,Ferrari,1:38.088,Hard,No,52,2
Sainz,Ferrari,1:38.170,Hard,No,53,2
Sainz,Ferrari,1:38.200,Hard,No,54,2
Sainz,Ferrari,1:39.009,Hard,No,55,2
Sainz,Ferrari,1:41.083,Hard,No,56,2
Leclerc,Ferrari,1:39.987,Medium,No,1,1
Leclerc,Ferrari,1:40.341,Medium,No,2,1
Leclerc,Ferrari,2:02.873,Medium,No,3,1
Leclerc,Ferrari,2:31.204,Medium,No,4,1
Leclerc,Ferrari,2:48.785,Medium,No,5,1
Leclerc,Ferrari,1:38.951,Medium,No,6,1
Leclerc,Ferrari,1:39.570,Medium,No,7,1
Leclerc,Ferrari,1:39.307,Medium,No,8,1
Leclerc,Ferrari,1:39.257,Medium,No,9,1
Leclerc,Ferrari,1:39.421,Medium,No,10,1
Leclerc,Ferrari,1:39.597,Medium,No,11,1
Leclerc,Ferrari,1:39.448,Medium,No,12,1
Leclerc,Ferrari,1:39.399,Medium,No,13,1
Leclerc,Ferrari,1:39.200,Medium,No,14,1
Leclerc,Ferrari,1:39.672,Medium,No,15,1
Leclerc,Ferrari,1:39.782,Medium,No,16,1
Leclerc,Ferrari,1:39.621,Medium,No,17,1
Leclerc,Ferrari,1:39.435,Medium,No,18,1
Leclerc,Ferrari,1:39.553,Medium,No,19,1
Leclerc,Ferrari,1:39.756,Medium,No,20,1
Leclerc,Ferrari,1:39.506,Medium,No,21,1
Leclerc,Ferrari,1:39.411,Medium,No,22,1
Leclerc,Ferrari,1:39.878,Medium,No,23,1
Leclerc,Ferrari,1:39.699,Medium,No,24,1
Leclerc,Ferrari,1:39.583,Medium,No,25,1
Leclerc,Ferrari,1:40.211,Medium,Yes,26,1
Leclerc,Ferrari,1:59.522,Hard,Yes,27,3
Leclerc,Ferrari,1:38.662,Hard,No,28,3
Leclerc,Ferrari,1:39.067,Hard,No,29,3
Leclerc,Ferrari,1:39.034,Hard,No,30,3
Leclerc,Ferrari,1:38.667,Hard,No,31,2
Leclerc,Ferrari,1:38.825,Hard,No,32,1
Leclerc,Ferrari,1:39.032,Hard,No,33,1
Leclerc,Ferrari,1:38.633,Hard,No,34,1
Leclerc,Ferrari,1:38.897,Hard,No,35,1
Leclerc,Ferrari,1:38.643,Hard,No,36,1
Leclerc,Ferrari,1:38.477,Hard,No,37,1
Leclerc,Ferrari,1:38.570,Hard,No,38,1
Leclerc,Ferrari,1:37.834,Hard,No,39,1
Leclerc,Ferrari,1:38.287,Hard,No,40,1
Leclerc,Ferrari,1:38.395,Hard,No,41,1
Leclerc,Ferrari,1:38.179,Hard,No,42,1
Leclerc,Ferrari,1:38.257,Hard,No,43,1
Leclerc,Ferrari,1:38.697,Hard,No,44,1
Leclerc,Ferrari,1:38.349,Hard,No,45,1
Leclerc,Ferrari,1:39.177,Hard,No,46,1
Leclerc,Ferrari,1:38.471,Hard,No,47,1
Leclerc,Ferrari,1:38.313,Hard,No,48,1
Leclerc,Ferrari,1:38.326,Hard,No,49,1
Leclerc,Ferrari,1:37.951,Hard,No,50,1
Leclerc,Ferrari,1:37.875,Hard,No,51,1
Leclerc,Ferrari,1:38.092,Hard,No,52,1
Leclerc,Ferrari,1:38.365,Hard,No,53,1
Leclerc,Ferrari,1:38.175,Hard,No,54,1
Leclerc,Ferrari,1:37.902,Hard,No,55,1
Leclerc,Ferrari,1:39.518,Hard,No,56,1
Russel,Mercedes,1:51.647,Hard,No,1,19
Russel,Mercedes,1:43.503,Hard,No,2,17
Russel,Mercedes,2:20.454,Hard,No,3,18
Russel,Mercedes,2:30.121,Hard,No,4,17
Russel,Mercedes,2:23.987,Hard,No,5,17
Russel,Mercedes,1:44.179,Hard,No,6,15
Russel,Mercedes,1:41.898,Hard,No,7,15
Russel,Mercedes,1:41.524,Hard,No,8,15
Russel,Mercedes,1:41.913,Hard,No,9,15
Russel,Mercedes,1:41.994,Hard,No,10,15
Russel,Mercedes,1:42.165,Hard,No,11,15
Russel,Mercedes,1:41.837,Hard,No,12,15
Russel,Mercedes,1:41.300,Hard,No,13,14
Russel,Mercedes,1:41.098,Hard,No,14,13
Russel,Mercedes,1:41.155,Hard,No,15,13
Russel,Mercedes,1:41.260,Hard,No,16,13
Russel,Mercedes,1:41.132,Hard,No,17,12
Russel,Mercedes,1:40.530,Hard,No,18,11
Russel,Mercedes,1:41.203,Hard,No,19,9
Russel,Mercedes,1:40.766,Hard,No,20,9
Russel,Mercedes,1:39.965,Hard,No,21,8
Russel,Mercedes,1:40.019,Hard,No,22,8
Russel,Mercedes,1:40.174,Hard,No,23,8
Russel,Mercedes,1:40.060,Hard,No,24,8
Russel,Mercedes,1:39.692,Hard,No,25,8
Russel,Mercedes,1:40.158,Hard,No,26,8
Russel,Mercedes,1:39.889,Hard,No,27,7
Russel,Mercedes,1:39.235,Hard,No,28,6
Russel,Mercedes,1:39.624,Hard,No,29,6
Russel,Mercedes,1:39.577,Hard,No,30,6
Russel,Mercedes,1:39.634,Hard,No,31,6
Russel,Mercedes,1:39.553,Hard,No,32,6
Russel,Mercedes,1:40.373,Hard,No,33,6
Russel,Mercedes,1:40.071,Hard,No,34,6
Russel,Mercedes,1:39.925,Hard,No,35,6
Russel,Mercedes,1:39.152,Hard,No,36,6
Russel,Mercedes,1:39.451,Hard,No,37,6
Russel,Mercedes,1:39.331,Hard,No,38,6
Russel,Mercedes,1:38.997,Hard,No,39,6
Russel,Mercedes,1:40.641,Hard,Yes,40,6
Russel,Mercedes,2:04.213,Medium,Yes,41,8
Russel,Mercedes,1:37.656,Medium,No,42,8
Russel,Mercedes,1:38.118,Medium,No,43,8
Russel,Mercedes,1:37.826,Medium,No,44,8
Russel,Mercedes,1:37.963,Medium,No,45,7
Russel,Mercedes,1:37.782,Medium,No,46,7
Russel,Mercedes,1:37.790,Medium,No,47,7
Russel,Mercedes,1:38.041,Medium,No,48,7
Russel,Mercedes,1:38.001,Medium,No,49,7
Russel,Mercedes,1:37.943,Medium,No,50,7
Russel,Mercedes,1:38.059,Medium,No,51,7
Russel,Mercedes,1:38.608,Medium,No,52,7
Russel,Mercedes,1:39.888,Medium,No,53,7
Russel,Mercedes,1:38.724,Medium,No,54,7
Russel,Mercedes,1:38.180,Medium,No,55,6
Russel,Mercedes,1:37.955,Medium,No,56,6
